,rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold
6963,3.0,2.0,115,-23.5904222,-46.6268622,1151300,3,19,1
5219,3.0,2.0,330,-23.5473389,-46.6561373,3846420,3,91,0
14974,2.0,1.0,61,-23.5835933,-46.6064745,307425,1,2,1
6811,3.0,3.0,78,-23.6067161,-46.6279608,676762,2,44,0
6827,3.0,2.0,75,-23.643513,-46.6345224,621413,3,131,0
7614,3.0,2.0,108,-23.5325125,-46.6764949,926326,2,90,0
13439,3.0,1.0,82,-23.5794794,-46.6421593,772154,3,160,0
10403,4.0,2.0,178,-23.5683439,-46.6542743,1897210,2,11,1
2004,2.0,1.0,76,-23.6465432,-46.703921,905320,2,11,0
11458,4.0,3.0,121,-23.6270326,-46.6959857,1283420,3,33,0
6230,4.0,5.0,240,-23.5939186,-46.6268854,1982190,3,88,0
10420,3.0,2.0,140,-23.5679485,-46.6564185,1737110,3,111,1
8358,3.0,1.0,250,-23.5379079,-46.6613533,2595680,1,29,1
14126,2.0,1.0,68,-23.5779914,-46.6396444,782793,3,4,0
5803,2.0,1.0,85,-23.6030419,-46.6315817,673856,3,7,1
8260,4.0,5.0,422,-23.4968963,-46.6309767,3591650,2,28,1
14454,3.0,2.0,137,-23.5752989,-46.645939,1388800,3,110,1
6620,3.0,4.0,180,-23.6147182,-46.6243296,1670500,2,8,1
9725,2.0,1.0,62,-23.5708726,-46.6617387,962504,2,11,0
11658,4.0,5.0,334,-23.615383,-46.732458,2938270,1,11,1
10665,2.0,2.0,160,-23.5712178,-46.6619868,1937600,3,30,1
12818,3.0,2.0,140,-23.613009,-46.6848526,1579250,3,5,1
9057,3.0,2.0,200,-23.5781568,-46.6906293,4725870,3,161,1
9361,2.0,2.0,95,-23.5831384,-46.6720847,1005790,3,112,0
491,2.0,1.0,71,-23.573979,-46.7365998,427696,3,128,0
3977,4.0,4.0,245,-23.5994293,-46.6717846,3878570,3,59,0
3166,2.0,2.0,94,-23.5548043,-46.6871301,1076130,2,29,0
3347,4.0,4.0,360,-23.5584163,-46.6921198,4489420,3,9,1
573,1.0,2.0,114,-23.5380204,-46.6877107,1015240,3,37,0
16059,4.0,2.0,200,-23.6079351,-46.6585041,1933620,2,9,1
16850,3.0,1.0,190,-23.5604453,-46.6654809,2727660,1,33,1
13720,2.0,1.0,88,-23.5717496,-46.6416933,911509,1,111,0
1771,3.0,1.0,136,-23.5439364,-46.6851682,1149710,3,16,1
9591,1.0,1.0,60,-23.5662943,-46.6571649,665606,1,70,1
16251,3.0,2.0,100,-23.6112369,-46.6611501,1028770,2,114,0
3564,1.0,1.0,40,-23.60069,-46.6710667,449944,3,30,1
1952,3.0,1.0,125,-23.6333675,-46.6913938,755634,3,19,0
9872,3.0,2.0,195,-23.5692318,-46.6624866,2236220,3,7,1
16747,1.0,3.0,42,-23.606876,-46.6643625,488204,3,62,0
6635,2.0,1.0,87,-23.6129857,-46.6331391,644243,2,23,1
13764,3.0,2.0,100,-23.5880262,-46.6435937,1027920,3,56,1
8624,4.0,2.0,260,-23.578985,-46.6901535,3430230,3,77,1
14295,3.0,2.0,120,-23.5915449,-46.6273373,1153220,3,70,0
8949,3.0,3.0,146,-23.5815593,-46.6778332,2574390,2,6,1
10513,3.0,2.0,520,-23.5685258,-46.6620384,12819600,3,64,0
560,3.0,4.0,350,-23.5566759,-46.6946197,3803500,3,105,0
1606,4.0,2.0,113,-23.5306491,-46.7260287,1074210,3,51,0
9030,4.0,4.0,212,-23.5881629,-46.6707929,4201810,3,47,1
11636,4.0,2.0,245,-23.5979785,-46.7164256,1202560,3,49,1
14862,4.0,2.0,117,-23.5608129,-46.6057828,866526,2,52,0
16564,4.0,5.0,320,-23.5991122,-46.6619254,3772490,2,28,0
14519,2.0,1.0,75,-23.5957155,-46.6457794,723656,3,46,1
7579,3.0,2.0,95,-23.5342643,-46.6585441,847800,2,15,1
10660,3.0,2.0,230,-23.5630812,-46.6635964,3204090,3,168,0
16219,4.0,3.0,240,-23.6061885,-46.6628569,2881030,3,66,0
11438,4.0,5.0,306,-23.6279746,-46.7344189,2198520,1,35,0
9900,3.0,5.0,298,-23.5722739,-46.6595012,5634360,1,29,1
15211,2.0,1.0,41,-23.5948571,-46.6751007,632874,3,15,0
11137,3.0,3.0,245,-23.6247569,-46.7322054,1389200,3,9,1
4221,4.0,1.0,170,-23.5395276,-46.6572951,1769420,3,11,0
5239,4.0,6.0,497,-23.5453311,-46.6600377,11019200,3,17,1
10512,3.0,2.0,200,-23.5691607,-46.6642562,2934020,3,109,0
1449,3.0,2.0,79,-23.535795,-46.703285,677301,3,68,1
15311,3.0,2.0,127,-23.6002409,-46.6752691,1408010,3,95,1
653,4.0,4.0,151,-23.5273042,-46.7274339,1635920,3,117,0
15640,2.0,1.0,92,-23.6005102,-46.6603473,888828,2,69,1
14677,3.0,1.0,82,-23.5594468,-46.678318,1072130,2,124,1
4274,3.0,1.0,200,-23.5426756,-46.651989,1854190,3,43,0
14147,3.0,1.0,132,-23.5711787,-46.6495215,1156850,3,50,1
5294,1.0,1.0,47,-23.5494397,-46.6433125,559284,3,9,1
5688,2.0,1.0,55,-23.6143879,-46.6347219,494230,2,122,1
14069,2.0,1.0,60,-23.5865043,-46.6418807,645188,3,64,1
5519,3.0,1.0,129,-23.5585466,-46.6730971,1548820,3,55,1
3534,5.0,7.0,703,-23.5968223,-46.6710577,17439300,3,67,0
4501,3.0,5.0,310,-23.5406077,-46.6621896,6010370,1,57,1
503,3.0,1.0,78,-23.5345231,-46.6907078,840741,2,68,1
8398,3.0,2.0,178,-23.533272,-46.65817,1351330,2,82,1
16383,1.0,1.0,52,-23.609668,-46.66275,911924,2,11,1
12080,3.0,1.0,78,-23.6280461,-46.7371391,451547,3,46,0
14497,4.0,8.0,532,-23.5755156,-46.6506873,8527620,3,130,0
4173,3.0,2.0,196,-23.5489361,-46.6594574,2118800,3,43,1
8017,2.0,1.0,110,-23.5306002,-46.6747077,784592,2,18,1
9897,4.0,3.0,195,-23.5633414,-46.661277,2860670,3,21,1
3012,4.0,5.0,533,-23.5728202,-46.6905832,14163600,3,132,1
16618,5.0,4.0,330,-23.604912,-46.662269,4509690,2,140,1
15809,4.0,5.0,350,-23.6017266,-46.6642878,4563150,2,153,0
16176,3.0,1.0,148,-23.6119925,-46.6623259,1411520,3,28,1
15190,5.0,5.0,990,-23.5894074,-46.6848563,15106100,3,153,0
4775,2.0,2.0,75,-23.5501208,-46.6499666,800275,2,13,0
13618,4.0,4.0,330,-23.5771604,-46.6465716,3604820,3,2,1
5751,1.0,1.0,38,-23.6183395,-46.63305,391204,3,113,0
15974,1.0,1.0,42,-23.6071189,-46.6437186,460410,3,74,0
7391,4.0,2.0,143,-23.4989837,-46.6419027,1352740,2,33,1
8555,4.0,3.0,190,-23.5314148,-46.6815697,1737130,3,3,0
3831,3.0,4.0,236,-23.5988152,-46.6677643,3093310,1,2,1
8864,3.0,3.0,133,-23.587309,-46.6803628,2337280,3,8,1
16626,3.0,2.0,183,-23.6127481,-46.6636784,2275020,3,16,0
2015,3.0,1.0,80,-23.6435613,-46.6717087,435029,1,79,1
1554,3.0,2.0,98,-23.5390915,-46.7047969,840196,3,18,1
251,3.0,2.0,102,-23.5252333,-46.7299761,761289,2,78,0
8527,2.0,1.0,60,-23.5261457,-46.6841,738671,3,5,1
8588,3.0,2.0,107,-23.5046448,-46.6391519,669075,3,61,0
13407,4.0,3.0,184,-23.5940577,-46.6301759,2077410,3,23,1
17571,3.0,3.0,600,-23.5718076,-46.6343733,5077170,2,10,1
14746,4.0,2.0,119,-23.5608129,-46.6057828,881338,1,7,0
17164,3.0,2.0,100,-23.561794,-46.633212,546862,2,52,1
14446,4.0,4.0,270,-23.5935612,-46.6336168,2500380,3,176,0
5221,4.0,3.0,580,-23.5390506,-46.6605097,6760380,3,168,0
11014,3.0,3.0,129,-23.6052762,-46.704461,1159930,3,102,1
12586,1.0,2.0,90,-23.601446,-46.717651,806832,3,85,1
11991,5.0,7.0,607,-23.6366667,-46.73,6028930,3,110,0
2681,4.0,3.0,210,-23.6291004,-46.6895476,1561810,2,36,1
13003,1.0,1.0,54,-23.6188346,-46.6853719,781842,3,26,1
16703,3.0,1.0,76,-23.6052022,-46.6720308,741349,1,23,0
12902,3.0,2.0,286,-23.6117297,-46.6812441,2637010,3,65,1
5924,2.0,1.0,65,-23.6148553,-46.5992519,318041,3,14,0
13551,2.0,1.0,115,-23.5717496,-46.6416933,1191180,3,82,1
9269,3.0,1.0,150,-23.5793249,-46.6905984,2533630,3,23,1
17586,2.0,1.0,75,-23.5768266,-46.634617,820922,3,91,1
5614,3.0,2.0,165,-23.5597336,-46.6724716,1538530,1,112,1
3726,3.0,3.0,180,-23.6046256,-46.6742853,2222800,3,35,1
17735,3.0,2.0,161,-23.5575566,-46.5757681,1365140,3,42,0
10627,4.0,2.0,230,-23.5680908,-46.6651209,3374130,2,3,0
8125,3.0,1.0,200,-23.5362678,-46.6646717,1860260,3,23,1
14110,4.0,3.0,187,-23.5838508,-46.6392392,2609750,3,62,1
15893,2.0,1.0,60,-23.6205761,-46.64085,485889,2,171,0
2525,3.0,2.0,108,-23.6430628,-46.6711152,1019320,1,47,1
9406,4.0,3.0,242,-23.588596,-46.6857935,3159540,3,0,1
13740,3.0,1.0,106,-23.5843807,-46.6467362,923277,3,11,1
14854,3.0,2.0,142,-23.5767089,-46.602818,1229330,3,72,1
2513,3.0,2.0,132,-23.6248962,-46.6721765,1202610,2,53,1
5258,4.0,4.0,303,-23.5408659,-46.6627229,5106130,2,3,0
4289,4.0,4.0,414,-23.5393881,-46.6594489,4818940,3,91,0
5017,3.0,1.0,110,-23.5482841,-46.6554304,1232700,3,28,1
6557,4.0,4.0,139,-23.6149415,-46.6118915,993263,3,51,0
17364,3.0,1.0,107,-23.5641199,-46.6436357,1108310,3,128,1
6246,2.0,1.0,67,-23.5910766,-46.6050788,440793,2,102,0
8830,3.0,1.0,140,-23.5823359,-46.6801929,1960360,3,48,1
11030,4.0,4.0,312,-23.6158722,-46.6853623,4391960,3,19,0
17597,4.0,3.0,180,-23.565769,-46.642904,2456950,2,3,1
10399,3.0,1.0,200,-23.5603468,-46.6566606,1621010,2,20,0
9464,3.0,2.0,190,-23.568776,-46.6559292,2053450,3,6,1
9444,4.0,5.0,385,-23.5851008,-46.6789135,4903320,3,54,1
9468,3.0,1.0,157,-23.5572135,-46.6574792,1128090,2,57,1
1401,3.0,4.0,342,-23.526346,-46.6953238,3496300,3,73,0
3197,3.0,3.0,212,-23.5648569,-46.6840383,1913100,1,1,0
12358,2.0,2.0,85,-23.6011079,-46.7161175,1043550,3,22,1
8081,4.0,2.0,217,-23.539837,-46.6792551,2672250,3,28,1
17668,2.0,2.0,108,-23.5621248,-46.6423488,918693,2,29,0
5412,2.0,2.0,56,-23.5517267,-46.6809807,596615,3,60,0
1331,2.0,2.0,115,-23.5461918,-46.6901632,1434960,3,66,0
13577,4.0,4.0,215,-23.5733148,-46.651313,3239570,3,2,0
6485,3.0,2.0,71,-23.6438322,-46.6022187,347399,3,77,0
7495,3.0,2.0,78,-23.5044636,-46.6769242,377403,2,112,0
10072,2.0,1.0,113,-23.5708726,-46.6617387,1754240,3,23,1
11541,4.0,4.0,178,-23.6209483,-46.6960627,2326800,2,69,0
6661,1.0,1.0,41,-23.605714,-46.612865,432279,3,77,0
16883,3.0,1.0,120,-23.5616842,-46.6693752,1516880,3,26,0
6829,4.0,2.0,133,-23.5940481,-46.6077557,1087580,2,6,0
2682,4.0,4.0,257,-23.6469037,-46.6639763,2406690,1,153,0
4571,3.0,1.0,320,-23.5431332,-46.6591207,2817480,3,54,0
8572,4.0,4.0,350,-23.5354676,-46.6706522,3848670,3,32,0
12508,3.0,2.0,121,-23.633358,-46.7379012,954938,1,27,0
10541,3.0,2.0,188,-23.5639249,-46.6516039,1947310,3,33,0
16403,3.0,2.0,130,-23.6069776,-46.6389819,1158870,2,105,1
14194,2.0,1.0,160,-23.5856521,-46.6460518,1045690,3,11,0
956,2.0,1.0,50,-23.534507,-46.6856719,483246,1,16,0
1870,2.0,2.0,57,-23.538559,-46.683108,550900,1,65,1
8855,4.0,4.0,262,-23.5836411,-46.6848505,5252190,3,12,0
8614,2.0,1.0,70,-23.5325806,-46.665483,391440,2,57,1
15004,3.0,3.0,212,-23.5638596,-46.5843757,1570110,2,12,1
1810,3.0,3.0,92,-23.5487256,-46.6945646,1050510,3,68,0
12133,4.0,4.0,280,-23.6366667,-46.73,2407090,3,4,1
6209,3.0,2.0,61,-23.625526,-46.6352046,545544,2,29,0
868,2.0,1.0,70,-23.5453124,-46.6939416,851948,1,1,1
1654,3.0,2.0,146,-23.5439721,-46.6932999,1076000,3,48,1
603,3.0,4.0,335,-23.5530373,-46.6918635,4572630,3,164,0
13970,2.0,2.0,150,-23.588123,-46.629682,1639940,2,42,0
3032,2.0,2.0,98,-23.5544336,-46.6864731,1361400,1,61,0
17919,2.0,1.0,57,-23.5703151,-46.5759618,422154,3,7,0
14536,4.0,4.0,226,-23.5771695,-46.6465035,3645560,3,60,0
12954,4.0,6.0,560,-23.6366667,-46.73,3757920,3,16,1
17433,3.0,3.0,280,-23.56661,-46.6446977,2467220,3,78,1
949,4.0,4.0,174,-23.532091,-46.7150382,1885410,3,118,1
14728,4.0,3.0,210,-23.5811222,-46.5891764,1544340,1,22,1
16489,3.0,6.0,460,-23.6014121,-46.6590244,5274500,2,16,1
10468,4.0,4.0,314,-23.574573,-46.6592339,5721950,2,19,1
15249,3.0,1.0,103,-23.6019059,-46.6811026,892633,3,30,1
3445,1.0,1.0,27,-23.5706925,-46.6985289,299452,2,27,0
11414,3.0,3.0,122,-23.6187434,-46.73587,888828,3,168,0
2601,3.0,2.0,240,-23.6385523,-46.6999185,1701070,3,54,0
6960,2.0,1.0,65,-23.5658494,-46.6200947,361067,2,44,0
17332,2.0,1.0,98,-23.5695484,-46.6384741,829271,2,139,1
14210,3.0,1.0,115,-23.5919255,-46.6411855,811225,3,65,0
2292,1.0,1.0,48,-23.6269229,-46.6670196,415546,2,26,1
7187,2.0,2.0,104,-23.5689316,-46.6189261,943825,3,34,0
10699,3.0,1.0,120,-23.5711309,-46.6520716,1103320,2,0,1
2972,3.0,1.0,120,-23.5628351,-46.6818578,1497070,3,75,0
5047,2.0,1.0,71,-23.5386806,-46.6532507,823218,3,144,1
3297,3.0,2.0,90,-23.5536069,-46.6892345,983499,1,11,1
6102,2.0,1.0,68,-23.609999,-46.613381,716950,3,63,0
16914,2.0,1.0,105,-23.5593256,-46.6688937,855449,3,67,1
16161,3.0,3.0,234,-23.5995171,-46.6647915,3348620,3,27,1
3269,4.0,3.0,145,-23.5625555,-46.684531,1284340,3,3,0
6369,3.0,1.0,85,-23.6009764,-46.6196251,631986,3,77,1
3467,3.0,2.0,179,-23.5635794,-46.6991836,1733440,2,7,0
9886,4.0,4.0,570,-23.5651747,-46.6609903,8531110,3,121,0
1720,4.0,6.0,283,-23.542417,-46.6828045,1830640,3,166,0
12687,2.0,2.0,85,-23.6011079,-46.7161175,1043550,3,43,1
685,3.0,2.0,90,-23.5719276,-46.7242053,521619,3,30,0
524,4.0,3.0,245,-23.5321195,-46.6843574,3030570,3,17,1
16926,3.0,1.0,130,-23.559648,-46.6690507,1468560,1,6,0
508,4.0,3.0,350,-23.538844,-46.705162,3225380,3,31,1
2022,3.0,2.0,157,-23.6459005,-46.6997452,1243040,2,5,1
9780,4.0,5.0,414,-23.5631,-46.663398,10089100,1,40,0
1451,4.0,6.0,500,-23.5507556,-46.7195476,9641080,3,8,0
16498,4.0,3.0,192,-23.6031519,-46.6688462,2475290,3,44,1
6660,3.0,2.0,83,-23.6219499,-46.6032066,409421,3,130,0
10496,4.0,2.0,280,-23.5656255,-46.6592422,3847200,3,48,1
16032,4.0,5.0,370,-23.6157677,-46.6676154,4348080,2,39,0
15077,4.0,3.0,200,-23.5503549,-46.5926433,1483590,3,51,1
8787,3.0,2.0,272,-23.5789136,-46.6906781,5451070,3,28,0
2448,3.0,1.0,80,-23.6266207,-46.66551,1046110,3,75,1
4899,1.0,1.0,31,-23.5540928,-46.6501995,435340,3,14,1
7366,3.0,1.0,70,-23.5322866,-46.6803566,561003,2,2,0
7158,2.0,2.0,70,-23.5903701,-46.6225076,612770,2,19,1
6178,4.0,3.0,128,-23.5931858,-46.6240003,1427170,3,43,0
1363,2.0,2.0,380,-23.546665,-46.716166,4107290,2,45,1
5311,4.0,4.0,315,-23.5495869,-46.6613025,4246780,3,0,1
15184,3.0,2.0,156,-23.5983085,-46.6802537,2217200,3,46,0
12938,4.0,5.0,337,-23.6111698,-46.7052732,2738530,2,78,1
14255,4.0,4.0,257,-23.584175,-46.6460431,2747320,3,24,0
3669,1.0,1.0,69,-23.6038932,-46.6740349,709696,3,172,0
16380,4.0,3.0,230,-23.6060546,-46.6440045,2273370,3,9,1
11645,5.0,6.0,894,-23.6114312,-46.7045313,7946760,3,93,0
8096,2.0,2.0,155,-23.5376571,-46.6776577,1325610,2,37,1
38,3.0,3.0,320,-23.5321922,-46.7269211,3553830,3,38,1
9828,3.0,2.0,180,-23.5698937,-46.6581082,2148350,3,49,0
1967,3.0,1.0,70,-23.6139637,-46.6802558,719245,2,82,0
1741,3.0,2.0,70,-23.4988253,-46.7052165,383190,3,88,0
3881,5.0,3.0,275,-23.6014673,-46.6692488,3239680,2,40,0
2614,4.0,6.0,455,-23.6156856,-46.6728167,4093590,1,62,1
3887,2.0,1.0,65,-23.6006908,-46.6680318,666140,2,71,1
7420,3.0,3.0,205,-23.5308829,-46.6813315,2366700,3,49,0
1728,2.0,1.0,80,-23.5408717,-46.6840706,813239,3,31,1
11468,4.0,3.0,196,-23.6158722,-46.6853623,2759050,3,106,1
8127,4.0,5.0,240,-23.5359102,-46.6785084,2647900,3,10,1
5787,4.0,2.0,202,-23.606105,-46.616972,1732280,2,84,1
13151,2.0,1.0,98,-23.5991646,-46.640655,1019170,1,21,1
8919,2.0,1.0,80,-23.5884312,-46.673461,867917,3,100,1
2516,3.0,2.0,114,-23.6459325,-46.6667672,861421,2,24,1
4194,3.0,1.0,232,-23.5531864,-46.6616357,2091030,2,47,0
8677,1.0,1.0,45,-23.5830628,-46.6796597,603809,3,24,1
17407,3.0,1.0,90,-23.5628095,-46.6419084,932225,3,54,1
5894,3.0,2.0,85,-23.616525,-46.635171,873756,3,24,1
10791,3.0,1.0,170,-23.5611681,-46.652454,1053350,3,21,0
10999,3.0,3.0,125,-23.6179342,-46.7364061,793709,3,1,1
2119,2.0,1.0,60,-23.6347239,-46.6610564,398100,1,54,1
3320,1.0,1.0,57,-23.563983,-46.6954818,854325,1,47,1
12743,3.0,2.0,90,-23.605417,-46.6747038,993981,3,61,1
15221,3.0,1.0,112,-23.594264,-46.6759413,1887890,3,15,1
8484,4.0,2.0,309,-23.5408633,-46.6725034,2507510,3,121,0
13037,4.0,4.0,377,-23.6264075,-46.7351654,1821690,3,10,0
4654,3.0,1.0,140,-23.5493877,-46.6513472,1269910,3,59,0
12406,2.0,2.0,122,-23.6069955,-46.69516,1592040,3,5,1
6023,2.0,1.0,68,-23.6463128,-46.6043876,332720,3,23,1
16971,4.0,6.0,529,-23.5646289,-46.6703558,11577100,3,125,0
4024,4.0,3.0,400,-23.5890195,-46.6703569,5126350,1,115,0
7005,3.0,3.0,114,-23.5783667,-46.6144249,942704,3,2,0
10042,2.0,1.0,72,-23.5698518,-46.657059,1405670,3,76,1
6294,3.0,3.0,250,-23.6070237,-46.6327672,1521690,3,129,0
13344,2.0,1.0,80,-23.570961,-46.647827,690572,3,102,0
6889,3.0,1.0,63,-23.5594319,-46.6154846,464217,2,4,1
10579,4.0,2.0,180,-23.5669939,-46.6606564,2625430,3,33,1
394,3.0,4.0,250,-23.5511295,-46.718818,2902750,3,8,0
17272,3.0,2.0,140,-23.5704125,-46.6349505,1180700,3,126,0
7945,4.0,5.0,548,-23.5360321,-46.6577127,12150000,3,8,1
6281,2.0,1.0,68,-23.6352067,-46.6389672,563414,2,54,1
14604,3.0,2.0,126,-23.5620798,-46.6780225,1269150,2,27,0
16825,3.0,3.0,165,-23.5592316,-46.669368,2420570,1,81,0
14269,3.0,1.0,136,-23.5704993,-46.6472372,1311000,3,116,0
6085,2.0,1.0,47,-23.6289504,-46.6360883,474407,3,30,1
2122,2.0,1.0,52,-23.6283734,-46.6899312,395476,2,6,0
10061,3.0,2.0,280,-23.5660955,-46.6598903,3554610,3,18,0
17517,2.0,1.0,53,-23.567813,-46.6432811,746088,3,153,0
11367,4.0,3.0,220,-23.636288,-46.7141,1957420,3,64,0
3497,3.0,4.0,389,-23.5934147,-46.6704153,6162590,3,8,0
16661,3.0,2.0,130,-23.6081878,-46.6593799,1498710,3,21,1
229,3.0,1.0,110,-23.5335839,-46.715546,844643,3,112,1
3609,4.0,4.0,161,-23.5963682,-46.6722371,2944460,3,82,1
12774,2.0,1.0,64,-23.6194625,-46.7315866,563883,2,37,0
12619,4.0,4.0,184,-23.630961,-46.7331427,1789340,3,108,0
5919,2.0,1.0,55,-23.592925,-46.6224422,451623,3,14,1
11228,2.0,1.0,68,-23.612058,-46.6794782,695376,3,44,1
3639,2.0,3.0,257,-23.5963444,-46.6674675,5621380,3,51,1
10761,4.0,3.0,200,-23.5663972,-46.6603485,2934020,3,151,0
8092,3.0,3.0,240,-23.5373183,-46.6617191,2544860,2,2,1
3250,4.0,3.0,118,-23.586355,-46.7188582,1181280,3,63,0
5933,3.0,2.0,84,-23.6056247,-46.6292501,909945,3,31,0
16674,4.0,2.0,120,-23.6061885,-46.6628569,1440510,3,22,1
1857,2.0,1.0,56,-23.539313,-46.7176096,430000,3,27,1
6268,2.0,1.0,62,-23.6198802,-46.6342143,582308,3,43,0
9935,3.0,2.0,350,-23.5629703,-46.6611665,4449600,2,42,1
14858,3.0,2.0,125,-23.5850441,-46.6054486,1228750,2,40,0
615,2.0,1.0,61,-23.5228577,-46.6972416,555255,2,13,0
17684,4.0,3.0,227,-23.5531106,-46.5717714,1947450,3,18,0
3635,4.0,5.0,335,-23.5926958,-46.6661252,6242120,3,6,1
2892,4.0,3.0,219,-23.6215889,-46.677819,2852330,2,3,0
13089,4.0,4.0,229,-23.6185158,-46.7315215,1417690,3,94,1
12865,2.0,2.0,100,-23.6272122,-46.7198961,927488,3,72,0
2232,3.0,3.0,218,-23.6276396,-46.6681008,2152160,3,69,1
17322,2.0,1.0,85,-23.5682212,-46.6352871,719265,3,21,0
9651,5.0,3.0,700,-23.5671717,-46.6621018,10902400,3,31,1
6952,4.0,4.0,220,-23.5726195,-46.6267278,2408040,2,12,1
12075,4.0,4.0,267,-23.6364934,-46.7378836,1769380,3,63,0
438,2.0,4.0,187,-23.54586,-46.7168856,2158260,1,14,1
3479,4.0,4.0,260,-23.5928102,-46.6653596,4434050,3,2,0
1784,3.0,1.0,105,-23.5411541,-46.6813668,1035490,3,1,1
12894,4.0,4.0,353,-23.6298378,-46.7216514,2533840,3,85,1
1226,4.0,4.0,270,-23.5507556,-46.7195476,5206180,3,77,0
17613,4.0,4.0,265,-23.565769,-46.642904,3617180,3,81,0
8807,3.0,2.0,221,-23.5833095,-46.6800679,2960880,3,95,1
9587,4.0,2.0,480,-23.5672056,-46.6654022,7041660,3,56,0
6200,4.0,3.0,230,-23.6163138,-46.6237032,1717440,3,71,1
15210,1.0,2.0,80,-23.595133,-46.6762218,1062660,2,66,0
11114,3.0,3.0,168,-23.6339594,-46.7326286,1033780,3,39,1
15322,4.0,5.0,338,-23.5892031,-46.6847462,6121770,3,54,1
13574,3.0,3.0,200,-23.5926294,-46.6280152,1675750,3,9,1
375,3.0,2.0,120,-23.5280626,-46.6973977,1163760,3,69,1
14691,3.0,1.0,123,-23.5604687,-46.6791429,1202300,3,41,1
13395,4.0,7.0,790,-23.5813035,-46.6520535,15365900,3,93,1
10809,4.0,3.0,255,-23.5708129,-46.6552443,3180880,3,117,0
6095,2.0,1.0,57,-23.6223856,-46.6384969,419423,3,104,0
8055,4.0,6.0,538,-23.535804,-46.65775,10450700,2,103,0
8240,3.0,2.0,130,-23.5372768,-46.6799311,1376860,3,66,0
16525,3.0,2.0,98,-23.6041532,-46.6676464,1155850,3,6,1
2653,2.0,2.0,60,-23.6380119,-46.6691809,417122,3,50,0
9951,3.0,1.0,170,-23.5623834,-46.6526859,1326020,3,30,0
4458,3.0,1.0,155,-23.544457,-46.6537496,1736990,3,35,1
7283,2.0,1.0,47,-23.5314155,-46.6657698,498560,3,50,1
12021,1.0,1.0,30,-23.6122786,-46.7386818,220212,3,10,1
17779,3.0,2.0,79,-23.5369048,-46.5769635,556288,3,23,0
8005,2.0,1.0,82,-23.5360516,-46.6807242,708947,3,110,0
16580,4.0,5.0,310,-23.6071387,-46.6709705,6268720,2,4,1
3920,5.0,10.0,970,-23.5967968,-46.6630922,22762400,3,129,0
12659,3.0,1.0,89,-23.6116053,-46.6834927,898655,3,105,1
9777,3.0,3.0,198,-23.5677878,-46.6655992,2781150,3,28,1
1002,2.0,1.0,61,-23.5307241,-46.6881112,708248,1,75,1
15443,2.0,1.0,73,-23.602142,-46.6760553,714513,3,103,0
10938,3.0,2.0,85,-23.5909263,-46.720177,544208,3,143,0
8827,4.0,5.0,465,-23.5827006,-46.6872136,10294800,3,55,1
1940,4.0,6.0,322,-23.6207104,-46.6692507,3940100,3,47,0
8236,4.0,6.0,616,-23.536224,-46.6586846,13739300,3,33,1
6151,3.0,2.0,142,-23.6111516,-46.6212149,980489,3,113,0
4711,4.0,2.0,166,-23.547281,-46.6594076,1414080,3,103,0
10762,2.0,1.0,119,-23.5623639,-46.6612909,1578130,3,110,1
3144,3.0,2.0,85,-23.5638679,-46.6857192,958904,2,75,1
12681,4.0,3.0,200,-23.636288,-46.7141,1779470,3,6,1
9807,2.0,1.0,75,-23.5625129,-46.6478076,665014,2,102,0
9245,5.0,6.0,516,-23.5845157,-46.6888495,15796500,3,39,1
8629,4.0,4.0,330,-23.5866373,-46.6727111,5889860,3,121,0
4232,3.0,2.0,160,-23.5479651,-46.6578356,1600560,3,55,1
14947,3.0,2.0,115,-23.5503549,-46.5926433,853067,2,37,0
1944,4.0,4.0,595,-23.6156311,-46.6764587,5870100,2,26,1
1240,3.0,2.0,115,-23.5298032,-46.7268387,1164530,3,6,1
3902,4.0,6.0,570,-23.593248,-46.6678661,10945900,3,118,0
10817,2.0,1.0,44,-23.5742212,-46.6566493,619469,3,13,0
10110,3.0,2.0,260,-23.5688357,-46.6643827,3933350,2,24,1
6497,4.0,2.0,97,-23.606105,-46.616972,831836,2,121,0
14827,4.0,2.0,93,-23.5608129,-46.6057828,688777,1,5,1
15901,4.0,2.0,180,-23.5983029,-46.6630121,1937390,3,121,1
15073,4.0,3.0,246,-23.5767089,-46.602818,2129690,1,5,0
5971,3.0,2.0,140,-23.6164558,-46.6354456,1192920,3,22,1
17546,3.0,2.0,178,-23.5641541,-46.6424834,1704040,3,0,1
1613,4.0,3.0,254,-23.5209717,-46.7265788,2765730,1,8,0
13858,4.0,3.0,220,-23.5928475,-46.6266323,3233260,3,15,1
15356,2.0,1.0,136,-23.5937862,-46.6760047,1507790,3,73,1
12944,4.0,4.0,238,-23.6064711,-46.6902922,3243420,3,3,0
10182,1.0,1.0,108,-23.5661506,-46.6572969,1190960,3,93,0
14769,4.0,4.0,226,-23.5682716,-46.5953643,1659990,3,26,1
14739,3.0,2.0,140,-23.5779869,-46.6065224,1252300,1,60,1
10681,2.0,1.0,58,-23.5620121,-46.6521887,562883,3,5,0
13482,4.0,2.0,168,-23.5735235,-46.6461228,1672650,3,5,1
7933,3.0,2.0,114,-23.5333734,-46.668047,1721270,2,15,1
