,rooms,garages,useful_area,latitude,longitude,value,interior_quality
6722,2.0,1.0,65,-23.6364268,-46.6380656,395304,3
17777,3.0,1.0,72,-23.536142,-46.5677374,610499,2
3858,4.0,4.0,213,-23.6000314,-46.6716161,2736100,3
13368,3.0,2.0,110,-23.5990527,-46.6337111,817524,3
11525,1.0,1.0,80,-23.6188346,-46.6853719,1158280,2
147,3.0,3.0,345,-23.544383,-46.7200002,4573330,2
12234,4.0,4.0,220,-23.6257665,-46.7310478,1284100,3
13636,4.0,4.0,254,-23.5722373,-46.648823,3556480,3
13809,1.0,1.0,41,-23.578944,-46.6527337,387587,2
11904,1.0,2.0,113,-23.627216,-46.7329908,823146,3
17844,2.0,1.0,99,-23.5352452,-46.575463,583417,3
7157,2.0,1.0,106,-23.5811738,-46.6300533,793329,3
12598,3.0,2.0,65,-23.6266263,-46.7297429,581818,3
1185,3.0,1.0,62,-23.540013,-46.7194152,624407,2
2361,4.0,4.0,307,-23.6239314,-46.6754391,4228230,2
10043,4.0,2.0,227,-23.5621843,-46.6591981,2312500,3
9294,4.0,5.0,343,-23.5874935,-46.6833422,7107630,3
3559,4.0,5.0,458,-23.5939681,-46.6706296,6163700,3
13056,4.0,6.0,532,-23.6366667,-46.73,5496780,3
479,4.0,2.0,132,-23.53214,-46.703271,1051630,3
16986,3.0,1.0,162,-23.5574724,-46.6630993,1684950,2
6777,3.0,2.0,260,-23.6255519,-46.6240069,1987880,3
8716,2.0,1.0,77,-23.5827369,-46.6750798,945843,3
16805,2.0,1.0,86,-23.6026303,-46.6425754,754764,2
6624,3.0,2.0,97,-23.6070945,-46.6344145,871258,3
5750,3.0,2.0,200,-23.6165223,-46.6341912,1748540,3
16374,4.0,3.0,134,-23.6053097,-46.6397215,1532270,2
4594,1.0,1.0,30,-23.5451779,-46.6562091,484720,2
7951,4.0,5.0,218,-23.5376217,-46.6763754,2719310,2
8374,1.0,1.0,33,-23.5000358,-46.624008,259325,2
13511,1.0,1.0,43,-23.582057,-46.6457141,438645,2
4796,4.0,5.0,340,-23.54013,-46.6619848,6592020,3
13781,1.0,1.0,57,-23.5929892,-46.6510277,869878,3
13940,4.0,3.0,136,-23.595887,-46.6421407,1511340,1
2216,4.0,2.0,275,-23.6265506,-46.685373,3725120,2
817,4.0,3.0,172,-23.527221,-46.7312283,2180160,3
7017,4.0,3.0,145,-23.5779928,-46.6118674,1174720,3
11582,3.0,2.0,111,-23.6271378,-46.7362794,758771,3
15051,2.0,1.0,65,-23.5608129,-46.6057828,481403,2
6621,2.0,2.0,67,-23.6151931,-46.6358533,695231,3
13462,2.0,3.0,109,-23.5675804,-46.6469312,1390480,3
12593,4.0,4.0,347,-23.6327485,-46.7245465,3143830,3
8844,3.0,1.0,96,-23.5802041,-46.676947,1123100,1
16464,3.0,3.0,138,-23.6029259,-46.6656252,1966080,3
17483,3.0,1.0,98,-23.5656505,-46.6282223,709219,2
4303,2.0,2.0,240,-23.5487014,-46.6591547,1975340,3
4794,3.0,1.0,127,-23.5485702,-46.6527802,1423210,3
5571,2.0,1.0,48,-23.5548134,-46.67565,645330,2
2236,3.0,3.0,210,-23.6165678,-46.6816154,2082530,3
6677,3.0,2.0,84,-23.617116,-46.633042,853253,2
3616,4.0,4.0,310,-23.6008864,-46.6696398,3485640,3
10267,2.0,1.0,96,-23.5708726,-46.6617387,1490330,2
15225,1.0,1.0,44,-23.595133,-46.6762218,584462,3
1046,3.0,2.0,174,-23.5252333,-46.7299761,1298670,3
17013,4.0,4.0,370,-23.5622707,-46.6655991,7094420,2
13816,3.0,2.0,110,-23.5793974,-46.6450038,848240,3
12884,3.0,2.0,540,-23.6107824,-46.6950502,7023920,3
677,3.0,3.0,196,-23.5249979,-46.7309089,1847450,3
7494,2.0,1.0,60,-23.532846,-46.659191,551222,3
14448,2.0,2.0,176,-23.5840133,-46.645578,2053580,3
9094,4.0,2.0,470,-23.5781568,-46.6906293,11105800,3
10475,3.0,2.0,190,-23.5680938,-46.6540934,1994420,3
5584,2.0,1.0,80,-23.554734,-46.6787997,831682,2
11521,4.0,6.0,367,-23.6299089,-46.7218494,4501940,3
8014,1.0,1.0,36,-23.4986439,-46.6223243,211636,3
3245,4.0,2.0,200,-23.5723299,-46.6816389,4725870,3
14631,3.0,2.0,117,-23.5542315,-46.6822254,970693,3
9291,3.0,4.0,244,-23.5811328,-46.6876694,4902590,3
12807,3.0,3.0,214,-23.6333613,-46.7309264,1558880,2
14345,4.0,4.0,308,-23.5892931,-46.6280705,3966890,2
11353,3.0,2.0,138,-23.6320602,-46.7328415,1134080,3
13190,3.0,2.0,190,-23.5722813,-46.6480673,1889930,1
7883,2.0,1.0,90,-23.537795,-46.6777663,869842,3
8738,3.0,1.0,130,-23.584678,-46.6788853,1464750,3
16606,2.0,6.0,550,-23.6057533,-46.6564452,7848070,2
10511,2.0,1.0,65,-23.5726141,-46.6604191,881018,2
1760,4.0,4.0,200,-23.5222747,-46.7111776,1817990,3
3315,2.0,1.0,100,-23.5582994,-46.6897769,1086720,2
610,4.0,5.0,572,-23.5488512,-46.6919561,7746860,3
15701,2.0,1.0,80,-23.6073144,-46.6587265,952672,2
13258,2.0,1.0,82,-23.6004343,-46.642102,707390,3
11283,4.0,1.0,160,-23.611354,-46.684543,2542230,3
15158,2.0,2.0,50,-23.5785249,-46.5925627,327894,1
3838,4.0,5.0,427,-23.5972034,-46.664272,9970640,3
15082,3.0,2.0,74,-23.5612581,-46.6015395,548059,3
13474,2.0,1.0,70,-23.573407,-46.6517726,574052,2
17612,3.0,1.0,139,-23.575712,-46.635803,802232,2
14391,1.0,1.0,51,-23.587045,-46.632911,558227,3
115,3.0,2.0,67,-23.5346199,-46.686575,546510,3
865,4.0,2.0,105,-23.5735849,-46.7378636,777698,3
7875,2.0,1.0,90,-23.5327255,-46.666637,790292,2
94,3.0,3.0,157,-23.5503938,-46.691509,2152450,3
8400,5.0,4.0,380,-23.4915443,-46.6303227,2376420,2
15453,3.0,3.0,182,-23.5920999,-46.674668,2774470,3
2997,3.0,1.0,116,-23.5691506,-46.6878472,1030130,3
2327,2.0,1.0,105,-23.6463908,-46.7004232,853643,3
384,2.0,1.0,80,-23.5521469,-46.6958252,973654,2
2333,3.0,3.0,174,-23.6270918,-46.668926,1447160,3
7319,4.0,2.0,128,-23.5340109,-46.6646263,1476010,3
16677,3.0,4.0,264,-23.6108988,-46.656937,4382320,3
14618,2.0,2.0,75,-23.5543212,-46.6820693,638146,2
8410,4.0,5.0,348,-23.534208,-46.661043,4701570,2
1576,3.0,1.0,95,-23.5407368,-46.6826945,918167,3
9714,4.0,2.0,221,-23.5620915,-46.6475689,1765900,1
17312,3.0,2.0,147,-23.5709907,-46.6344405,1398440,3
3772,2.0,1.0,95,-23.5975802,-46.6716415,1340250,3
12220,3.0,3.0,200,-23.636288,-46.7141,1779470,3
7763,4.0,4.0,266,-23.5371104,-46.6698175,4483160,2
15130,3.0,1.0,69,-23.559749,-46.5828386,475206,1
11188,3.0,2.0,114,-23.6345426,-46.7258479,921225,3
7663,3.0,3.0,106,-23.5336171,-46.6813418,1185100,3
16474,4.0,3.0,181,-23.6087745,-46.6549364,1477300,3
6728,3.0,2.0,140,-23.6352067,-46.6389672,1159970,3
1911,3.0,2.0,120,-23.6193199,-46.6740905,951288,3
1945,4.0,3.0,273,-23.6255533,-46.6712593,2138960,2
9250,3.0,2.0,240,-23.5823954,-46.6820419,2876130,3
15507,2.0,1.0,84,-23.5984024,-46.681358,1439160,3
4599,3.0,1.0,150,-23.5395765,-46.6575241,1266360,2
43,4.0,3.0,130,-23.532897,-46.6891737,1507410,2
15256,4.0,6.0,635,-23.5898296,-46.6835798,10579400,3
10926,2.0,2.0,67,-23.6095137,-46.7080566,620119,3
7973,2.0,1.0,63,-23.5236789,-46.6838611,741307,2
4681,3.0,3.0,360,-23.5472094,-46.6614476,4034300,2
17683,3.0,2.0,78,-23.5352452,-46.575463,549247,2
3878,4.0,5.0,367,-23.5926958,-46.6661252,6838380,3
4575,1.0,1.0,94,-23.554678,-46.653737,782609,3
6221,4.0,5.0,268,-23.5940843,-46.6266634,5609720,3
10502,4.0,4.0,360,-23.5652767,-46.6591975,7076800,3
10555,2.0,2.0,81,-23.5676001,-46.6583807,900008,1
9896,3.0,1.0,134,-23.5690551,-46.6564782,1332910,3
16780,4.0,4.0,220,-23.6038361,-46.6705258,3268380,2
8328,2.0,1.0,86,-23.5307381,-46.6793914,831183,3
10993,3.0,4.0,268,-23.6124872,-46.7361891,1667340,3
9627,4.0,3.0,190,-23.5727778,-46.6527778,2688980,3
9181,3.0,3.0,248,-23.5873465,-46.6732971,4143230,3
14657,2.0,2.0,68,-23.5638976,-46.6805998,673223,3
16615,4.0,4.0,400,-23.599661,-46.660256,4430040,3
10427,4.0,2.0,150,-23.5682867,-46.6562276,2033120,3
15936,2.0,1.0,57,-23.6427828,-46.6520707,363640,2
1373,3.0,2.0,125,-23.552589,-46.6909315,1173110,2
8661,2.0,1.0,85,-23.5836217,-46.6773333,1040980,3
7175,2.0,1.0,72,-23.579313,-46.6228617,620109,3
17320,4.0,6.0,612,-23.5748443,-46.6332499,6572690,3
12493,2.0,1.0,90,-23.635261,-46.7105662,735702,3
11679,2.0,2.0,77,-23.6119326,-46.6815287,967673,3
13377,2.0,1.0,73,-23.5897182,-46.6301218,500518,3
14953,1.0,1.0,45,-23.5829995,-46.6047609,356121,2
11209,2.0,2.0,67,-23.6137936,-46.6908307,838856,3
1532,2.0,1.0,75,-23.5428074,-46.6839807,724869,1
17039,3.0,1.0,140,-23.563223,-46.670741,1656330,1
15509,2.0,2.0,76,-23.5974176,-46.6817888,1172470,3
6019,3.0,4.0,255,-23.6112391,-46.6213643,2283290,3
8138,4.0,2.0,126,-23.5364668,-46.6795653,1255720,3
15031,3.0,2.0,110,-23.5674179,-46.583684,729924,1
4505,2.0,1.0,86,-23.5388051,-46.6518348,706288,3
12912,1.0,1.0,70,-23.6131564,-46.7385854,619392,2
1998,3.0,4.0,310,-23.6226582,-46.6818289,3390710,1
906,3.0,1.0,70,-23.5297992,-46.6900435,808689,2
16557,4.0,4.0,226,-23.603592,-46.6705394,4080730,1
7141,2.0,1.0,70,-23.567646,-46.6233418,473399,3
1418,2.0,1.0,58,-23.5207191,-46.7056165,510310,3
17765,4.0,5.0,348,-23.5543729,-46.5691388,2952680,3
1960,1.0,1.0,55,-23.6252061,-46.6840569,532618,2
14804,4.0,4.0,204,-23.5722357,-46.593117,1444450,3
2610,3.0,1.0,92,-23.6150662,-46.6738267,896535,2
4081,1.0,1.0,40,-23.55338,-46.652025,435033,3
3545,1.0,1.0,45,-23.6038932,-46.6740349,462845,3
13863,1.0,1.0,45,-23.5823057,-46.6397688,404588,3
17375,3.0,1.0,120,-23.5737071,-46.6376392,1015430,3
10947,4.0,4.0,244,-23.5911488,-46.719962,2573540,3
17030,3.0,1.0,113,-23.5641247,-46.6702225,1422020,1
247,2.0,1.0,72,-23.524608,-46.7020477,638976,3
17169,4.0,3.0,350,-23.5652344,-46.6450163,2936590,3
13518,4.0,1.0,112,-23.5736493,-46.6447013,1289310,3
237,3.0,2.0,89,-23.541438,-46.685859,1122330,2
6780,2.0,1.0,62,-23.6212587,-46.6171303,530877,3
5592,2.0,1.0,45,-23.5497564,-46.6811447,511603,3
6826,2.0,2.0,59,-23.5956402,-46.6070415,452937,2
11578,4.0,4.0,360,-23.6275966,-46.7336113,3167020,3
15512,1.0,2.0,66,-23.594433,-46.6806411,1128720,3
9885,4.0,2.0,295,-23.5651559,-46.6486856,2586470,1
4665,3.0,2.0,100,-23.5426279,-46.6537098,1246640,3
10213,4.0,2.0,317,-23.5686423,-46.6519845,3723590,3
4471,1.0,1.0,57,-23.5438808,-46.6491462,638764,3
12656,1.0,1.0,48,-23.6054449,-46.6955101,459293,3
5478,3.0,1.0,90,-23.559585,-46.6740277,924676,1
14256,1.0,1.0,42,-23.581339,-46.64101,394351,3
7003,2.0,1.0,45,-23.5857,-46.6125656,296055,3
13384,3.0,1.0,200,-23.568723,-46.643992,1838450,3
11121,4.0,3.0,142,-23.6426107,-46.7096361,1098730,3
15705,3.0,3.0,200,-23.6202117,-46.6657852,2105690,2
1549,3.0,4.0,378,-23.5411075,-46.721911,5238780,2
16541,2.0,1.0,90,-23.6012563,-46.6675836,839448,3
17080,3.0,1.0,110,-23.5636939,-46.6694451,1477870,3
372,4.0,3.0,146,-23.5331646,-46.6900165,1647860,3
3511,4.0,6.0,685,-23.5936498,-46.6681632,10476100,3
13745,2.0,1.0,80,-23.5867695,-46.6410784,570564,3
13129,3.0,1.0,110,-23.5692535,-46.6473312,944476,3
8300,3.0,4.0,240,-23.53517,-46.656298,2095260,2
2418,4.0,2.0,90,-23.646648,-46.6681214,760008,3
898,4.0,4.0,195,-23.545996,-46.6936581,2640990,3
12571,4.0,4.0,220,-23.620919,-46.7389937,1602580,3
16021,4.0,3.0,137,-23.6073735,-46.6604214,2042330,2
1113,2.0,1.0,97,-23.537549,-46.682735,1120610,2
4495,4.0,4.0,280,-23.5524198,-46.6625256,3259290,3
9862,5.0,5.0,315,-23.5620069,-46.6617199,7192630,1
10192,3.0,1.0,100,-23.5631967,-46.6613989,1007190,3
15119,3.0,6.0,237,-23.5710051,-46.6062829,2322340,3
1387,3.0,2.0,120,-23.5224724,-46.7231973,1111100,2
13182,4.0,4.0,387,-23.5808741,-46.6529586,4435740,3
8821,3.0,2.0,166,-23.5824219,-46.6733861,1864050,3
2141,4.0,2.0,158,-23.6458898,-46.7005618,1028700,2
5549,3.0,2.0,138,-23.5546535,-46.6761907,1298730,3
8978,1.0,1.0,50,-23.5829469,-46.6879258,889782,2
3766,4.0,5.0,319,-23.5922687,-46.6714712,7258610,3
12765,4.0,3.0,160,-23.6364718,-46.7276921,1599430,3
13246,3.0,2.0,103,-23.6005597,-46.6406663,764335,3
16208,3.0,1.0,74,-23.6056674,-46.6680491,772495,3
13762,1.0,1.0,42,-23.6006804,-46.639102,443762,1
9388,3.0,2.0,95,-23.5867199,-46.6764699,1063690,3
17703,3.0,2.0,90,-23.5397323,-46.5675586,572418,2
14193,2.0,1.0,68,-23.5863942,-46.6433586,551727,3
15656,3.0,3.0,290,-23.6057366,-46.6604525,3583830,2
4556,3.0,2.0,180,-23.5406062,-46.6554318,1676890,3
12205,4.0,4.0,320,-23.6275093,-46.7342256,2005960,1
3580,4.0,5.0,388,-23.5968141,-46.664948,8313800,1
838,3.0,1.0,63,-23.5292419,-46.6898577,542192,3
3152,3.0,1.0,140,-23.5647835,-46.6865997,1174810,3
5250,4.0,2.0,250,-23.5468763,-46.6543217,2801600,3
3484,4.0,4.0,292,-23.5908455,-46.6704021,4608210,1
11400,3.0,1.0,93,-23.5914741,-46.7215035,631650,1
7549,4.0,3.0,184,-23.496029,-46.6358711,1777190,3
7953,3.0,4.0,250,-23.5367809,-46.6797935,2635530,3
8986,2.0,1.0,117,-23.5799817,-46.6750314,907095,2
1909,4.0,6.0,507,-23.6239314,-46.6754391,6982780,2
502,3.0,4.0,332,-23.5604772,-46.7009285,5096200,1
1297,4.0,4.0,430,-23.5418611,-46.7270288,5555330,2
1047,4.0,3.0,190,-23.5500152,-46.7177623,2312430,2
14755,3.0,1.0,73,-23.5613211,-46.6031008,492196,3
4383,3.0,3.0,380,-23.5453577,-46.6607687,4235830,3
9298,3.0,3.0,330,-23.5800781,-46.67168,4121580,3
16887,4.0,2.0,148,-23.5611449,-46.6651855,1720810,1
3373,4.0,2.0,122,-23.5630986,-46.6852883,1353490,2
6089,4.0,2.0,129,-23.6373937,-46.6319097,1275270,3
199,1.0,1.0,50,-23.5410815,-46.6814129,429552,1
9316,2.0,4.0,405,-23.5802834,-46.674926,4930500,3
16225,1.0,1.0,48,-23.6256447,-46.6630697,513996,3
1400,3.0,2.0,190,-23.540013,-46.7194152,1913510,3
9072,4.0,1.0,140,-23.5799614,-46.67154,1632240,2
1826,3.0,1.0,62,-23.540013,-46.7194152,624407,3
16442,4.0,3.0,193,-23.6062261,-46.6401791,2089980,3
15128,3.0,3.0,110,-23.5694342,-46.5907483,734266,2
10870,4.0,2.0,140,-23.6183443,-46.737873,1011440,3
6057,3.0,1.0,66,-23.6221714,-46.6059151,322934,3
5101,3.0,2.0,240,-23.5451945,-46.6576055,2170250,3
6669,1.0,1.0,49,-23.610979,-46.629825,357925,3
15792,4.0,4.0,240,-23.6047053,-46.6655264,3687810,3
3093,4.0,2.0,120,-23.5605782,-46.688423,1731980,2
15830,2.0,1.0,86,-23.6065063,-46.6558619,1039420,2
374,1.0,1.0,70,-23.524667,-46.7037819,412664,3
16203,4.0,6.0,400,-23.6089249,-46.6633588,4301000,2
17028,2.0,1.0,100,-23.555355,-46.665102,788973,1
14204,2.0,3.0,105,-23.5910282,-46.649307,1361160,3
3077,5.0,8.0,240,-23.5757886,-46.691798,3848910,1
16503,1.0,1.0,47,-23.6090801,-46.6656751,572105,2
12567,4.0,3.0,270,-23.6131606,-46.7370904,2375270,3
11445,2.0,1.0,60,-23.6376832,-46.7370016,353059,3
7795,3.0,1.0,149,-23.5352426,-46.6697791,1154490,3
5208,4.0,3.0,190,-23.5484359,-46.6568909,1923340,3
8450,3.0,1.0,140,-23.5416763,-46.6732533,1059490,2
2840,2.0,1.0,78,-23.6424506,-46.6679472,558406,2
15216,1.0,1.0,35,-23.6003462,-46.6806385,477320,3
5562,3.0,1.0,140,-23.541618,-46.676955,996401,3
15177,4.0,5.0,433,-23.5901136,-46.6840286,9199030,2
91,4.0,3.0,170,-23.5273464,-46.7275684,1707800,1
7530,3.0,1.0,84,-23.5343713,-46.6698838,653064,3
15047,2.0,2.0,53,-23.561989,-46.6026546,446323,1
1239,3.0,1.0,82,-23.573979,-46.7365998,493958,2
16193,4.0,4.0,238,-23.599661,-46.660256,2635870,2
700,4.0,4.0,312,-23.5331397,-46.7156495,2909810,1
2684,3.0,1.0,135,-23.6192829,-46.6753207,946788,2
6409,4.0,3.0,173,-23.6267187,-46.6355364,1501460,3
8252,3.0,2.0,105,-23.4925009,-46.6392295,651565,3
16471,3.0,1.0,130,-23.6047013,-46.6688144,1082660,3
8289,3.0,2.0,113,-23.537056,-46.675717,1085050,3
304,4.0,5.0,400,-23.5499498,-46.7175848,7089090,3
17159,1.0,1.0,50,-23.561794,-46.633212,273431,3
4668,4.0,2.0,253,-23.5483427,-46.6572454,2948920,3
1127,4.0,4.0,500,-23.5507452,-46.6996773,7692680,2
10288,4.0,5.0,405,-23.5631032,-46.6634028,10209900,3
12608,3.0,3.0,206,-23.6119284,-46.6830128,2219090,2
15953,2.0,2.0,94,-23.603809,-46.669959,1057370,1
14328,2.0,2.0,84,-23.578738,-46.642185,1126580,2
2257,2.0,1.0,120,-23.6406935,-46.6633116,783877,2
977,4.0,2.0,121,-23.526575,-46.7390487,1025350,1
6455,3.0,4.0,240,-23.6072551,-46.6345471,1976950,3
9946,3.0,2.0,240,-23.5656548,-46.6596597,3203500,3
14561,2.0,1.0,102,-23.5614269,-46.6797885,916240,3
14352,2.0,1.0,69,-23.5986051,-46.640083,717580,3
14658,2.0,2.0,75,-23.5639074,-46.6806376,1118400,3
15060,1.0,1.0,40,-23.5836251,-46.6060701,160756,3
1901,3.0,3.0,140,-23.6174191,-46.6793122,1201310,3
14148,2.0,2.0,95,-23.6001544,-46.6349208,1202890,3
17147,3.0,1.0,261,-23.569844,-46.6333122,1495650,2
14780,4.0,5.0,400,-23.5796423,-46.5895484,3040610,1
14002,4.0,3.0,210,-23.5935026,-46.6277828,1818960,2
10646,3.0,1.0,110,-23.5728818,-46.6565321,1245530,3
2608,3.0,3.0,206,-23.6205175,-46.6792849,2594290,3
13501,3.0,1.0,140,-23.5795579,-46.6448056,1258720,3
7994,3.0,1.0,257,-23.535154,-46.656198,2670570,3
6481,2.0,1.0,48,-23.6083869,-46.6298825,437162,2
2729,2.0,3.0,154,-23.6253768,-46.6694736,1653290,3
9522,1.0,1.0,43,-23.5670658,-46.6538203,649940,3
2887,3.0,4.0,320,-23.6168543,-46.6775634,2876560,3
16215,3.0,2.0,290,-23.6120349,-46.6422951,1993960,2
11261,3.0,3.0,200,-23.6272005,-46.7346392,1177330,3
12361,3.0,2.0,124,-23.6075272,-46.6883837,1267650,3
16495,4.0,2.0,125,-23.6045363,-46.6683526,1527350,1
5906,1.0,1.0,127,-23.6176841,-46.6338422,1230480,3
8659,2.0,2.0,130,-23.587699,-46.674154,2173050,3
3937,4.0,4.0,500,-23.6018221,-46.6732872,5618540,3
4600,3.0,1.0,240,-23.5459956,-46.650396,1596560,3
12590,4.0,3.0,306,-23.6185267,-46.7349065,1677380,3
9933,2.0,2.0,78,-23.5693335,-46.6537776,1376680,1
228,2.0,1.0,82,-23.5375156,-46.6861564,792523,3
2278,4.0,3.0,163,-23.6272406,-46.6696125,1358110,2
12451,4.0,4.0,300,-23.6261676,-46.7224136,2150380,1
14457,3.0,4.0,296,-23.5784634,-46.6475666,5389620,1
16730,2.0,1.0,85,-23.6220207,-46.6401383,342911,1
1425,3.0,3.0,148,-23.5293483,-46.6937384,1626570,2
13527,5.0,4.0,641,-23.5773149,-46.6469381,6828790,3
13769,3.0,2.0,106,-23.5957325,-46.6455162,1365390,3
6619,3.0,2.0,72,-23.6338872,-46.6390868,576704,3
2246,4.0,6.0,323,-23.6207104,-46.6692507,3952340,2
5372,2.0,1.0,111,-23.555119,-46.6740058,1451300,2
14205,4.0,3.0,145,-23.572589,-46.6506623,2327970,2
17875,3.0,1.0,73,-23.5595055,-46.5804032,550913,3
2641,3.0,1.0,120,-23.6217617,-46.6737766,1084990,2
12672,3.0,2.0,210,-23.6131564,-46.7385854,1858180,3
8186,2.0,2.0,64,-23.5318926,-46.6747502,771556,2
1954,4.0,3.0,297,-23.6211301,-46.6756188,2656890,2
11204,3.0,1.0,133,-23.6200331,-46.732218,1144550,3
17891,4.0,4.0,403,-23.5460417,-46.5678852,2837780,3
1079,3.0,1.0,120,-23.5408717,-46.6840706,1219860,2
9492,2.0,1.0,98,-23.5700258,-46.6532852,932650,3
16400,3.0,2.0,110,-23.6109025,-46.6608563,1190320,3
10164,3.0,2.0,154,-23.566674,-46.660957,2259200,3
13510,4.0,3.0,367,-23.5767064,-46.6480259,3745440,3
8203,3.0,2.0,155,-23.5305948,-46.6793128,1514930,3
12348,4.0,3.0,218,-23.6232341,-46.7195204,1343950,3
11480,1.0,2.0,81,-23.6101496,-46.6817533,879946,1
7812,3.0,2.0,158,-23.5324488,-46.6664078,1413300,2
13733,2.0,1.0,60,-23.5825322,-46.6352978,507717,3
3807,2.0,1.0,69,-23.6000856,-46.6695532,745430,3
2938,3.0,4.0,319,-23.5584873,-46.6923385,3978130,2
9106,1.0,2.0,108,-23.5841641,-46.6770482,1447830,3
16310,3.0,2.0,103,-23.6198495,-46.640602,923332,3
6663,3.0,2.0,85,-23.606544,-46.620249,834268,3
15227,2.0,1.0,80,-23.5960952,-46.6749838,754343,3
3073,3.0,1.0,68,-23.5622437,-46.6872568,535836,2
3133,3.0,3.0,140,-23.5614117,-46.6890433,2031400,3
2331,2.0,1.0,85,-23.6295594,-46.6868582,650830,2
7711,4.0,4.0,196,-23.533033,-46.67824,2541250,3
14963,2.0,1.0,82,-23.5769362,-46.5807138,618834,3
17566,3.0,1.0,125,-23.567133,-46.6443755,1294760,3
8531,4.0,6.0,580,-23.5360564,-46.6646961,10543700,2
6505,4.0,2.0,104,-23.6267187,-46.6355364,902614,3
3529,2.0,2.0,57,-23.5912208,-46.6711938,925566,3
11923,2.0,1.0,60,-23.6268047,-46.7304217,577289,3
15596,2.0,1.0,67,-23.5904592,-46.6780225,742810,2
14710,3.0,2.0,110,-23.5633306,-46.594232,654401,3
412,5.0,6.0,450,-23.5369646,-46.713074,6248900,3
17636,1.0,1.0,57,-23.5702462,-46.6390099,323167,3
15338,4.0,4.0,265,-23.5909955,-46.7137379,3898170,3
2493,4.0,2.0,180,-23.620427,-46.675484,1594860,2
9381,3.0,1.0,150,-23.5803357,-46.6814903,1556500,2
5704,3.0,2.0,84,-23.6113708,-46.6317321,895448,3
12423,1.0,2.0,82,-23.6343185,-46.7242968,738236,3
9967,3.0,1.0,138,-23.5705372,-46.6552738,1396820,3
4198,3.0,1.0,180,-23.5473555,-46.6569465,1411460,3
4632,2.0,1.0,75,-23.5388449,-46.6604525,840479,2
7461,3.0,2.0,156,-23.5381267,-46.6694944,1212560,2
11083,4.0,4.0,320,-23.6366667,-46.73,1846280,3
13611,3.0,2.0,350,-23.5755686,-46.6455216,2820350,3
11482,3.0,2.0,149,-23.5979785,-46.7164256,731354,2
852,2.0,2.0,98,-23.529447,-46.707181,1041500,2
10715,3.0,2.0,136,-23.5630487,-46.6594335,1566690,3
17174,3.0,1.0,84,-23.5628261,-46.6439527,919055,3
3402,2.0,1.0,116,-23.5545445,-46.689732,1134150,2
11752,4.0,3.0,228,-23.6127275,-46.6814083,2180590,3
10635,3.0,1.0,180,-23.566746,-46.6664961,2226330,2
8654,4.0,4.0,274,-23.582424,-46.6819735,5404130,1
14997,3.0,2.0,100,-23.5613211,-46.6031008,674242,3
793,2.0,1.0,68,-23.5246801,-46.6907584,640437,2
16570,1.0,1.0,33,-23.6056866,-46.6588906,324341,3
17726,3.0,2.0,68,-23.5582196,-46.5760448,576582,3
9055,3.0,1.0,140,-23.5820043,-46.6718235,1577320,3
8360,4.0,4.0,451,-23.5379458,-46.6670198,6963240,3
2091,2.0,2.0,51,-23.6342533,-46.6973083,570493,2
16315,4.0,3.0,190,-23.6013,-46.6677156,2730360,2
10480,4.0,2.0,247,-23.5654882,-46.66586,3105310,2
3265,3.0,3.0,173,-23.5632224,-46.6850269,2091640,2
2308,1.0,1.0,55,-23.6145254,-46.6799751,605499,2
11898,2.0,1.0,98,-23.6048798,-46.7386991,1167990,3
6586,3.0,1.0,185,-23.6089187,-46.6384092,1179780,3
6906,2.0,2.0,57,-23.5904419,-46.6262075,492722,3
12033,2.0,1.0,87,-23.6126217,-46.6795677,806321,2
1555,2.0,1.0,49,-23.5378619,-46.7194517,498262,3
11324,3.0,1.0,123,-23.6080146,-46.6878963,963619,3
9871,4.0,1.0,296,-23.5646736,-46.6486273,2036960,3
14257,3.0,1.0,120,-23.5695908,-46.647846,1155250,2
589,4.0,6.0,366,-23.5331205,-46.7165281,4807000,3
17873,4.0,2.0,184,-23.5302242,-46.575694,1560160,3
5589,4.0,2.0,150,-23.5553328,-46.678958,1929450,3
2466,4.0,4.0,240,-23.6160462,-46.6778941,2164860,3
11849,4.0,4.0,480,-23.624777,-46.7353329,2629830,3
11185,3.0,1.0,110,-23.6093671,-46.6953882,1046690,3
15852,4.0,5.0,306,-23.6022054,-46.6598824,7572290,3
890,3.0,2.0,104,-23.5317116,-46.6880338,1134800,3
13568,2.0,1.0,79,-23.6014883,-46.6377305,575345,3
7709,3.0,3.0,128,-23.4925009,-46.6392295,794249,2
5003,2.0,1.0,52,-23.5557127,-46.648472,724349,3
9853,2.0,1.0,54,-23.5635308,-46.6481519,991876,1
1557,3.0,3.0,162,-23.5317926,-46.6883844,1663310,2
760,2.0,1.0,82,-23.5451647,-46.6937925,997996,3
14044,4.0,4.0,360,-23.5729407,-46.6493936,4310980,3
13904,3.0,2.0,108,-23.5808973,-46.6467117,1438340,3
6174,3.0,2.0,79,-23.5992973,-46.6315409,845861,2
15302,2.0,1.0,50,-23.5926601,-46.6747404,710642,2
12828,4.0,4.0,260,-23.6278581,-46.7394295,2272240,3
8885,4.0,3.0,151,-23.5878069,-46.6743838,2326000,2
17628,1.0,1.0,36,-23.565324,-46.636189,175101,3
4893,2.0,1.0,185,-23.5427064,-46.6588033,1209240,3
14300,2.0,2.0,100,-23.588123,-46.629682,1054710,3
